Season,Round,Constructor-Position,Constrcutor,Nation,Points,Wins
2021,21,2,Red Bull,Austrian,559.5,10
2021,21,3,Ferrari,Italian,307.5,0
2021,21,4,McLaren,British,269,1
2021,21,5,Alpine F1 Team,French,149,1
2021,21,6,AlphaTauri,Italian,120,0
2021,21,7,Aston Martin,British,77,0
2021,21,8,Williams,British,23,0
2021,21,9,Alfa Romeo,Swiss,13,0
2021,21,10,Haas F1 Team,American,0,0
2021,2,1,Mercedes,German,60,1
2021,2,2,Red Bull,Austrian,53,1
2021,2,3,McLaren,British,41,0
2021,2,4,Ferrari,Italian,34,0
2021,2,5,AlphaTauri,Italian,8,0
2021,2,6,Aston Martin,British,5,0
2021,2,7,Alpine F1 Team,French,3,0
2021,2,8,Alfa Romeo,Swiss,0,0
2021,2,9,Williams,British,0,0
2021,2,10,Haas F1 Team,American,0,0
2021,5,1,Red Bull,Austrian,149,2
2021,5,2,Mercedes,German,148,3
2021,5,3,McLaren,British,80,0
2021,5,4,Ferrari,Italian,78,0
2021,5,5,Aston Martin,British,19,0
2021,5,6,AlphaTauri,Italian,18,0
2021,5,7,Alpine F1 Team,French,17,0
2021,5,8,Alfa Romeo,Swiss,1,0
2021,5,9,Williams,British,0,0
2021,5,10,Haas F1 Team,American,0,0
2021,4,1,Mercedes,German,141,3
2021,4,2,Red Bull,Austrian,112,1
2021,4,3,McLaren,British,65,0
2021,4,4,Ferrari,Italian,60,0
2021,4,5,Alpine F1 Team,French,15,0
2021,4,6,AlphaTauri,Italian,10,0
2021,4,7,Aston Martin,British,5,0
2021,4,8,Alfa Romeo,Swiss,0,0
2021,4,9,Williams,British,0,0
2021,4,10,Haas F1 Team,American,0,0
2021,3,1,Mercedes,German,101,2
2021,3,2,Red Bull,Austrian,83,1
2021,3,3,McLaren,British,53,0
2021,3,4,Ferrari,Italian,42,0
2021,3,5,Alpine F1 Team,French,13,0
2021,3,6,AlphaTauri,Italian,9,0
2021,3,7,Aston Martin,British,5,0
2021,3,8,Alfa Romeo,Swiss,0,0
2021,3,9,Williams,British,0,0
2021,3,10,Haas F1 Team,American,0,0
2020,15,1,Mercedes,German,533,13
2020,15,2,Red Bull,Austrian,274,1
2020,15,3,McLaren,British,171,0
2020,15,4,Racing Point,British,154,0
2020,15,5,Renault,French,144,0
2020,15,6,Ferrari,Italian,131,0
2020,15,7,AlphaTauri,Italian,97,1
2020,15,8,Alfa Romeo,Swiss,8,0
2020,15,9,Haas F1 Team,American,3,0
2020,15,10,Williams,British,0,0
2020,12,1,Mercedes,German,435,10
2020,12,2,Red Bull,Austrian,226,1
2020,12,3,Racing Point,British,126,0
2020,12,4,McLaren,British,124,0
2020,12,5,Renault,French,120,0
2020,12,6,Ferrari,Italian,93,0
2020,12,7,AlphaTauri,Italian,77,1
2020,12,8,Alfa Romeo,Swiss,5,0
2020,12,9,Haas F1 Team,American,3,0
2020,12,10,Williams,British,0,0
2020,13,1,Mercedes,German,479,11
2020,13,2,Red Bull,Austrian,226,1
2020,13,3,Renault,French,135,0
2020,13,4,McLaren,British,134,0
2020,13,5,Racing Point,British,134,0
2020,13,6,Ferrari,Italian,103,0
2020,13,7,AlphaTauri,Italian,89,1
2020,13,8,Alfa Romeo,Swiss,8,0
2020,13,9,Haas F1 Team,American,3,0
2020,13,10,Williams,British,0,0
2020,14,1,Mercedes,German,504,12
2020,14,2,Red Bull,Austrian,240,1
2020,14,3,Racing Point,British,154,0
2020,14,4,McLaren,British,149,0
2020,14,5,Renault,French,136,0
2020,14,6,Ferrari,Italian,130,0
2020,14,7,AlphaTauri,Italian,89,1
2020,14,8,Alfa Romeo,Swiss,8,0
2020,14,9,Haas F1 Team,American,3,0
2020,14,10,Williams,British,0,0
2020,8,1,Mercedes,German,281,6
2020,8,2,Red Bull,Austrian,158,1
2020,8,3,McLaren,British,98,0
2020,8,4,Racing Point,British,82,0
2020,8,5,Renault,French,71,0
2020,8,6,Ferrari,Italian,61,0
2020,8,7,AlphaTauri,Italian,47,1
2020,8,8,Alfa Romeo,Swiss,2,0
2020,8,9,Haas F1 Team,American,1,0
2020,8,10,Williams,British,0,0
2020,6,1,Mercedes,German,221,5
2020,6,2,Red Bull,Austrian,135,1
2020,6,3,Racing Point,British,63,0
2020,6,4,McLaren,British,62,0
2020,6,5,Ferrari,Italian,61,0
2020,6,6,Renault,French,36,0
2020,6,7,AlphaTauri,Italian,16,0
2020,6,8,Alfa Romeo,Swiss,2,0
2020,6,9,Haas F1 Team,American,1,0
2020,6,10,Williams,British,0,0
2020,1,1,Mercedes,German,37,1
2020,1,2,McLaren,British,26,0
2020,1,3,Ferrari,Italian,19,0
2020,1,4,Racing Point,British,8,0
2020,1,5,AlphaTauri,Italian,6,0
2020,1,6,Renault,French,4,0
2020,1,7,Alfa Romeo,Swiss,2,0
2020,1,8,Williams,British,0,0
2020,1,9,Red Bull,Austrian,0,0
2020,1,10,Haas F1 Team,American,0,0
2020,7,1,Mercedes,German,264,6
2020,7,2,Red Bull,Austrian,158,1
2020,7,3,McLaren,British,68,0
2020,7,4,Racing Point,British,66,0
2020,7,5,Ferrari,Italian,61,0
2020,7,6,Renault,French,59,0
2020,7,7,AlphaTauri,Italian,20,0
2020,7,8,Alfa Romeo,Swiss,2,0
2020,7,9,Haas F1 Team,American,1,0
2020,7,10,Williams,British,0,0
2020,9,1,Mercedes,German,325,7
2020,9,2,Red Bull,Austrian,173,1
2020,9,3,McLaren,British,106,0
2020,9,4,Racing Point,British,92,0
2020,9,5,Renault,French,83,0
2020,9,6,Ferrari,Italian,66,0
2020,9,7,AlphaTauri,Italian,53,1
2020,9,8,Alfa Romeo,Swiss,4,0
2020,9,9,Haas F1 Team,American,1,0
2020,9,10,Williams,British,0,0
2020,11,1,Mercedes,German,391,9
2020,11,2,Red Bull,Austrian,211,1
2020,11,3,Racing Point,British,120,0
2020,11,4,McLaren,British,116,0
2020,11,5,Renault,French,114,0
2020,11,6,Ferrari,Italian,80,0
2020,11,7,AlphaTauri,Italian,67,1
2020,11,8,Alfa Romeo,Swiss,5,0
2020,11,9,Haas F1 Team,American,3,0
2020,11,10,Williams,British,0,0
2020,16,1,Mercedes,German,540,13
2020,16,2,Red Bull,Austrian,282,1
2020,16,3,Racing Point,British,194,1
2020,16,4,McLaren,British,184,0
2020,16,5,Renault,French,172,0
2020,16,6,Ferrari,Italian,131,0
2020,16,7,AlphaTauri,Italian,103,1
2020,16,8,Alfa Romeo,Swiss,8,0
2020,16,9,Haas F1 Team,American,3,0
2020,16,10,Williams,British,0,0
2020,17,1,Mercedes,German,573,13
2020,17,2,Red Bull,Austrian,319,2
2020,17,3,McLaren,British,202,0
2020,17,4,Racing Point,British,195,1
2020,17,5,Renault,French,181,0
2020,17,6,Ferrari,Italian,131,0
2020,17,7,AlphaTauri,Italian,107,1
2020,17,8,Alfa Romeo,Swiss,8,0
2020,17,9,Haas F1 Team,American,3,0
2020,17,10,Williams,British,0,0
2020,10,1,Mercedes,German,366,8
2020,10,2,Red Bull,Austrian,192,1
2020,10,3,McLaren,British,106,0
2020,10,4,Racing Point,British,104,0
2020,10,5,Renault,French,99,0
2020,10,6,Ferrari,Italian,74,0
2020,10,7,AlphaTauri,Italian,59,1
2020,10,8,Alfa Romeo,Swiss,4,0
2020,10,9,Haas F1 Team,American,1,0
2020,10,10,Williams,British,0,0
2020,2,1,Mercedes,German,80,2
2020,2,2,McLaren,British,39,0
2020,2,3,Red Bull,Austrian,27,0
2020,2,4,Racing Point,British,22,0
2020,2,5,Ferrari,Italian,19,0
2020,2,6,Renault,French,8,0
2020,2,7,AlphaTauri,Italian,7,0
2020,2,8,Alfa Romeo,Swiss,2,0
2020,2,9,Williams,British,0,0
2020,2,10,Haas F1 Team,American,0,0
2020,5,1,Mercedes,German,180,4
2020,5,2,Red Bull,Austrian,113,1
2020,5,3,Ferrari,Italian,55,0
2020,5,4,McLaren,British,53,0
2020,5,5,Racing Point,British,41,0
2020,5,6,Renault,French,36,0
2020,5,7,AlphaTauri,Italian,14,0
2020,5,8,Alfa Romeo,Swiss,2,0
2020,5,9,Haas F1 Team,American,1,0
2020,5,10,Williams,British,0,0
2020,4,1,Mercedes,German,146,4
2020,4,2,Red Bull,Austrian,78,0
2020,4,3,McLaren,British,51,0
2020,4,4,Ferrari,Italian,43,0
2020,4,5,Racing Point,British,42,0
2020,4,6,Renault,French,32,0
2020,4,7,AlphaTauri,Italian,13,0
2020,4,8,Alfa Romeo,Swiss,2,0
2020,4,9,Haas F1 Team,American,1,0
2020,4,10,Williams,British,0,0
2020,3,1,Mercedes,German,121,3
2020,3,2,Red Bull,Austrian,55,0
2020,3,3,McLaren,British,41,0
2020,3,4,Racing Point,British,40,0
2020,3,5,Ferrari,Italian,27,0
2020,3,6,Renault,French,12,0
2020,3,7,AlphaTauri,Italian,7,0
2020,3,8,Alfa Romeo,Swiss,2,0
2020,3,9,Haas F1 Team,American,1,0
2020,3,10,Williams,British,0,0
2018,15,1,Mercedes,German,452,7
2018,15,2,Ferrari,Italian,415,5
2018,15,3,Red Bull,Austrian,274,3
2018,15,4,Renault,French,91,0
2018,15,5,Haas F1 Team,American,76,0
2018,15,6,McLaren,British,58,0
2018,15,7,Force India,Indian,32,0
2018,15,8,Toro Rosso,Italian,30,0
2018,15,9,Sauber,Swiss,21,0
2018,15,10,Williams,British,7,0
2018,12,1,Mercedes,German,345,5
2018,12,2,Ferrari,Italian,335,4
2018,12,3,Red Bull,Austrian,223,3
2018,12,4,Renault,French,82,0
2018,12,5,Haas F1 Team,American,66,0
2018,12,6,Force India,Indian,59,0
2018,12,7,McLaren,British,52,0
2018,12,8,Toro Rosso,Italian,28,0
2018,12,9,Sauber,Swiss,18,0
2018,12,10,Williams,British,4,0
2018,13,1,Mercedes,German,375,5
2018,13,2,Ferrari,Italian,360,5
2018,13,3,Red Bull,Austrian,238,3
2018,13,4,Renault,French,82,0
2018,13,5,Haas F1 Team,American,76,0
2018,13,6,McLaren,British,52,0
2018,13,7,Toro Rosso,Italian,30,0
2018,13,8,Sauber,Swiss,19,0
2018,13,9,Force India,Indian,18,0
2018,13,10,Williams,British,4,0
2018,14,1,Mercedes,German,415,6
2018,14,2,Ferrari,Italian,390,5
2018,14,3,Red Bull,Austrian,248,3
2018,14,4,Renault,French,86,0
2018,14,5,Haas F1 Team,American,76,0
2018,14,6,McLaren,British,52,0
2018,14,7,Force India,Indian,32,0
2018,14,8,Toro Rosso,Italian,30,0
2018,14,9,Sauber,Swiss,19,0
2018,14,10,Williams,British,7,0
2018,8,1,Mercedes,German,237,3
2018,8,2,Ferrari,Italian,214,3
2018,8,3,Red Bull,Austrian,164,2
2018,8,4,Renault,French,62,0
2018,8,5,McLaren,British,40,0
2018,8,6,Force India,Indian,28,0
2018,8,7,Haas F1 Team,American,27,0
2018,8,8,Toro Rosso,Italian,19,0
2018,8,9,Sauber,Swiss,13,0
2018,8,10,Williams,British,4,0
2018,6,1,Mercedes,German,178,2
2018,6,2,Ferrari,Italian,156,2
2018,6,3,Red Bull,Austrian,107,2
2018,6,4,Renault,French,46,0
2018,6,5,McLaren,British,40,0
2018,6,6,Force India,Indian,26,0
2018,6,7,Toro Rosso,Italian,19,0
2018,6,8,Haas F1 Team,American,19,0
2018,6,9,Sauber,Swiss,11,0
2018,6,10,Williams,British,4,0
2018,1,1,Ferrari,Italian,40,1
2018,1,2,Mercedes,German,22,0
2018,1,3,Red Bull,Austrian,20,0
2018,1,4,McLaren,British,12,0
2018,1,5,Renault,French,7,0
2018,1,6,Force India,Indian,0,0
2018,1,7,Sauber,Swiss,0,0
2018,1,8,Williams,British,0,0
2018,1,9,Toro Rosso,Italian,0,0
2018,1,10,Haas F1 Team,American,0,0
2018,7,1,Mercedes,German,206,2
2018,7,2,Ferrari,Italian,189,3
2018,7,3,Red Bull,Austrian,134,2
2018,7,4,Renault,French,56,0
2018,7,5,McLaren,British,40,0
2018,7,6,Force India,Indian,28,0
2018,7,7,Toro Rosso,Italian,19,0
2018,7,8,Haas F1 Team,American,19,0
2018,7,9,Sauber,Swiss,12,0
2018,7,10,Williams,British,4,0
2018,9,1,Ferrari,Italian,247,3
2018,9,2,Mercedes,German,237,3
2018,9,3,Red Bull,Austrian,189,3
2018,9,4,Renault,French,62,0
2018,9,5,Haas F1 Team,American,49,0
2018,9,6,McLaren,British,44,0
2018,9,7,Force India,Indian,42,0
2018,9,8,Toro Rosso,Italian,19,0
2018,9,9,Sauber,Swiss,16,0
2018,9,10,Williams,British,4,0
2018,20,1,Mercedes,German,620,10
2018,20,2,Ferrari,Italian,553,6
2018,20,3,Red Bull,Austrian,392,4
2018,20,4,Renault,French,114,0
2018,20,5,Haas F1 Team,American,90,0
2018,20,6,McLaren,British,62,0
2018,20,7,Force India,Indian,48,0
2018,20,8,Sauber,Swiss,42,0
2018,20,9,Toro Rosso,Italian,33,0
2018,20,10,Williams,British,7,0
2018,18,1,Mercedes,German,563,9
2018,18,2,Ferrari,Italian,497,6
2018,18,3,Red Bull,Austrian,337,3
2018,18,4,Renault,French,106,0
2018,18,5,Haas F1 Team,American,84,0
2018,18,6,McLaren,British,58,0
2018,18,7,Force India,Indian,47,0
2018,18,8,Toro Rosso,Italian,32,0
2018,18,9,Sauber,Swiss,28,0
2018,18,10,Williams,British,7,0
2018,11,1,Mercedes,German,310,4
2018,11,2,Ferrari,Italian,302,4
2018,11,3,Red Bull,Austrian,211,3
2018,11,4,Renault,French,80,0
2018,11,5,Force India,Indian,59,0
2018,11,6,Haas F1 Team,American,59,0
2018,11,7,McLaren,British,48,0
2018,11,8,Toro Rosso,Italian,20,0
2018,11,9,Sauber,Swiss,18,0
2018,11,10,Williams,British,4,0
2018,16,1,Mercedes,German,495,8
2018,16,2,Ferrari,Italian,442,5
2018,16,3,Red Bull,Austrian,292,3
2018,16,4,Renault,French,91,0
2018,16,5,Haas F1 Team,American,80,0
2018,16,6,McLaren,British,58,0
2018,16,7,Force India,Indian,35,0
2018,16,8,Toro Rosso,Italian,30,0
2018,16,9,Sauber,Swiss,27,0
2018,16,10,Williams,British,7,0
2018,17,1,Mercedes,German,538,9
2018,17,2,Ferrari,Italian,460,5
2018,17,3,Red Bull,Austrian,319,3
2018,17,4,Renault,French,92,0
2018,17,5,Haas F1 Team,American,84,0
2018,17,6,McLaren,British,58,0
2018,17,7,Force India,Indian,43,0
2018,17,8,Toro Rosso,Italian,30,0
2018,17,9,Sauber,Swiss,27,0
2018,17,10,Williams,British,7,0
2018,10,1,Ferrari,Italian,287,4
2018,10,2,Mercedes,German,267,3
2018,10,3,Red Bull,Austrian,199,3
2018,10,4,Renault,French,70,0
2018,10,5,Haas F1 Team,American,51,0
2018,10,6,Force India,Indian,49,0
2018,10,7,McLaren,British,48,0
2018,10,8,Toro Rosso,Italian,19,0
2018,10,9,Sauber,Swiss,16,0
2018,10,10,Williams,British,4,0
2018,19,1,Mercedes,German,585,9
2018,19,2,Ferrari,Italian,530,6
2018,19,3,Red Bull,Austrian,362,4
2018,19,4,Renault,French,114,0
2018,19,5,Haas F1 Team,American,84,0
2018,19,6,McLaren,British,62,0
2018,19,7,Force India,Indian,47,0
2018,19,8,Sauber,Swiss,36,0
2018,19,9,Toro Rosso,Italian,33,0
2018,19,10,Williams,British,7,0
2018,21,1,Mercedes,German,655,11
2018,21,2,Ferrari,Italian,571,6
2018,21,3,Red Bull,Austrian,419,4
2018,21,4,Renault,French,122,0
2018,21,5,Haas F1 Team,American,93,0
2018,21,6,McLaren,British,62,0
2018,21,7,Force India,Indian,52,0
2018,21,8,Sauber,Swiss,48,0
2018,21,9,Toro Rosso,Italian,33,0
2018,21,10,Williams,British,7,0
2018,2,1,Ferrari,Italian,65,2
2018,2,2,Mercedes,German,55,0
2018,2,3,McLaren,British,22,0
2018,2,4,Red Bull,Austrian,20,0
2018,2,5,Renault,French,15,0
2018,2,6,Toro Rosso,Italian,12,0
2018,2,7,Haas F1 Team,American,10,0
2018,2,8,Sauber,Swiss,2,0
2018,2,9,Force India,Indian,1,0
2018,2,10,Williams,British,0,0
2018,5,1,Mercedes,German,153,2
2018,5,2,Ferrari,Italian,126,2
2018,5,3,Red Bull,Austrian,80,1
2018,5,4,Renault,French,41,0
2018,5,5,McLaren,British,40,0
2018,5,6,Haas F1 Team,American,19,0
2018,5,7,Force India,Indian,18,0
2018,5,8,Toro Rosso,Italian,13,0
2018,5,9,Sauber,Swiss,11,0
2018,5,10,Williams,British,4,0
2018,4,1,Ferrari,Italian,114,2
2018,4,2,Mercedes,German,110,1
2018,4,3,Red Bull,Austrian,55,1
2018,4,4,McLaren,British,36,0
2018,4,5,Renault,French,35,0
2018,4,6,Force India,Indian,16,0
2018,4,7,Toro Rosso,Italian,13,0
2018,4,8,Haas F1 Team,American,11,0
2018,4,9,Sauber,Swiss,10,0
2018,4,10,Williams,British,4,0
2018,3,1,Mercedes,German,85,0
2018,3,2,Ferrari,Italian,84,2
2018,3,3,Red Bull,Austrian,55,1
2018,3,4,McLaren,British,28,0
2018,3,5,Renault,French,25,0
2018,3,6,Toro Rosso,Italian,12,0
2018,3,7,Haas F1 Team,American,11,0
2018,3,8,Sauber,Swiss,2,0
2018,3,9,Force India,Indian,1,0
2018,3,10,Williams,British,0,0
2011,15,1,Red Bull,Austrian,518,9
2011,15,2,McLaren,British,388,5
2011,15,3,Ferrari,Italian,292,1
2011,15,4,Mercedes,German,123,0
2011,15,5,Renault,French,72,0
2011,15,6,Force India,Indian,48,0
2011,15,7,Sauber,Swiss,40,0
2011,15,8,Toro Rosso,Italian,29,0
2011,15,9,Williams,British,5,0
2011,15,10,Lotus,Malaysian,0,0
2011,15,11,HRT,Spanish,0,0
2011,15,12,Virgin,British,0,0
2011,12,1,Red Bull,Austrian,426,7
2011,12,2,McLaren,British,295,4
2011,12,3,Ferrari,Italian,231,1
2011,12,4,Mercedes,German,98,0
2011,12,5,Renault,French,68,0
2011,12,6,Sauber,Swiss,35,0
2011,12,7,Force India,Indian,32,0
2011,12,8,Toro Rosso,Italian,22,0
2011,12,9,Williams,British,5,0
2011,12,10,Lotus,Malaysian,0,0
2011,12,11,HRT,Spanish,0,0
2011,12,12,Virgin,British,0,0
2011,13,1,Red Bull,Austrian,451,8
2011,13,2,McLaren,British,325,4
2011,13,3,Ferrari,Italian,254,1
2011,13,4,Mercedes,German,108,0
2011,13,5,Renault,French,70,0
2011,13,6,Force India,Indian,36,0
2011,13,7,Sauber,Swiss,35,0
2011,13,8,Toro Rosso,Italian,29,0
2011,13,9,Williams,British,5,0
2011,13,10,Lotus,Malaysian,0,0
2011,13,11,HRT,Spanish,0,0
2011,13,12,Virgin,British,0,0
2011,14,1,Red Bull,Austrian,491,9
2011,14,2,McLaren,British,353,4
2011,14,3,Ferrari,Italian,268,1
2011,14,4,Mercedes,German,114,0
2011,14,5,Renault,French,70,0
2011,14,6,Force India,Indian,48,0
2011,14,7,Sauber,Swiss,36,0
2011,14,8,Toro Rosso,Italian,29,0
2011,14,9,Williams,British,5,0
2011,14,10,Lotus,Malaysian,0,0
2011,14,11,HRT,Spanish,0,0
2011,14,12,Virgin,British,0,0
2011,8,1,Red Bull,Austrian,295,6
2011,8,2,McLaren,British,206,2
2011,8,3,Ferrari,Italian,129,0
2011,8,4,Renault,French,61,0
2011,8,5,Mercedes,German,58,0
2011,8,6,Sauber,Swiss,27,0
2011,8,7,Toro Rosso,Italian,16,0
2011,8,8,Force India,Indian,12,0
2011,8,9,Williams,British,4,0
2011,8,10,Lotus,Malaysian,0,0
2011,8,11,HRT,Spanish,0,0
2011,8,12,Virgin,British,0,0
2011,6,1,Red Bull,Austrian,222,5
2011,6,2,McLaren,British,161,1
2011,6,3,Ferrari,Italian,93,0
2011,6,4,Renault,French,50,0
2011,6,5,Mercedes,German,40,0
2011,6,6,Sauber,Swiss,21,0
2011,6,7,Force India,Indian,10,0
2011,6,8,Toro Rosso,Italian,7,0
2011,6,9,Williams,British,2,0
2011,6,10,Lotus,Malaysian,0,0
2011,6,11,Virgin,British,0,0
2011,6,12,HRT,Spanish,0,0
2011,1,1,Red Bull,Austrian,35,1
2011,1,2,McLaren,British,26,0
2011,1,3,Ferrari,Italian,18,0
2011,1,4,Renault,French,15,0
2011,1,5,Toro Rosso,Italian,4,0
2011,1,6,Force India,Indian,3,0
2011,1,7,Lotus,Malaysian,0,0
2011,1,8,Virgin,British,0,0
2011,1,9,Williams,British,0,0
2011,1,10,Mercedes,German,0,0
2011,7,1,Red Bull,Austrian,255,5
2011,7,2,McLaren,British,186,2
2011,7,3,Ferrari,Italian,101,0
2011,7,4,Renault,French,60,0
2011,7,5,Mercedes,German,52,0
2011,7,6,Sauber,Swiss,27,0
2011,7,7,Toro Rosso,Italian,12,0
2011,7,8,Force India,Indian,10,0
2011,7,9,Williams,British,4,0
2011,7,10,Lotus,Malaysian,0,0
2011,7,11,HRT,Spanish,0,0
2011,7,12,Virgin,British,0,0
2011,9,1,Red Bull,Austrian,328,6
2011,9,2,McLaren,British,218,2
2011,9,3,Ferrari,Italian,164,1
2011,9,4,Mercedes,German,68,0
2011,9,5,Renault,French,65,0
2011,9,6,Sauber,Swiss,33,0
2011,9,7,Toro Rosso,Italian,17,0
2011,9,8,Force India,Indian,12,0
2011,9,9,Williams,British,4,0
2011,9,10,Lotus,Malaysian,0,0
2011,9,11,HRT,Spanish,0,0
2011,9,12,Virgin,British,0,0
2011,18,1,Red Bull,Austrian,607,11
2011,18,2,McLaren,British,482,6
2011,18,3,Ferrari,Italian,353,1
2011,18,4,Mercedes,German,159,0
2011,18,5,Renault,French,72,0
2011,18,6,Force India,Indian,57,0
2011,18,7,Sauber,Swiss,42,0
2011,18,8,Toro Rosso,Italian,41,0
2011,18,9,Williams,British,5,0
2011,18,10,Lotus,Malaysian,0,0
2011,18,11,HRT,Spanish,0,0
2011,18,12,Virgin,British,0,0
2011,11,1,Red Bull,Austrian,383,6
2011,11,2,McLaren,British,280,4
2011,11,3,Ferrari,Italian,215,1
2011,11,4,Mercedes,German,80,0
2011,11,5,Renault,French,66,0
2011,11,6,Sauber,Swiss,35,0
2011,11,7,Force India,Indian,26,0
2011,11,8,Toro Rosso,Italian,22,0
2011,11,9,Williams,British,4,0
2011,11,10,Lotus,Malaysian,0,0
2011,11,11,HRT,Spanish,0,0
2011,11,12,Virgin,British,0,0
2011,16,1,Red Bull,Austrian,558,10
2011,16,2,McLaren,British,418,5
2011,16,3,Ferrari,Italian,310,1
2011,16,4,Mercedes,German,127,0
2011,16,5,Renault,French,72,0
2011,16,6,Force India,Indian,49,0
2011,16,7,Sauber,Swiss,40,0
2011,16,8,Toro Rosso,Italian,37,0
2011,16,9,Williams,British,5,0
2011,16,10,Lotus,Malaysian,0,0
2011,16,11,HRT,Spanish,0,0
2011,16,12,Virgin,British,0,0
2011,17,1,Red Bull,Austrian,595,11
2011,17,2,McLaren,British,442,5
2011,17,3,Ferrari,Italian,325,1
2011,17,4,Mercedes,German,145,0
2011,17,5,Renault,French,72,0
2011,17,6,Force India,Indian,51,0
2011,17,7,Sauber,Swiss,41,0
2011,17,8,Toro Rosso,Italian,41,0
2011,17,9,Williams,British,5,0
2011,17,10,Lotus,Malaysian,0,0
2011,17,11,HRT,Spanish,0,0
2011,17,12,Virgin,British,0,0
2011,10,1,Red Bull,Austrian,355,6
2011,10,2,McLaren,British,243,3
2011,10,3,Ferrari,Italian,192,1
2011,10,4,Mercedes,German,78,0
2011,10,5,Renault,French,66,0
2011,10,6,Sauber,Swiss,35,0
2011,10,7,Force India,Indian,20,0
2011,10,8,Toro Rosso,Italian,17,0
2011,10,9,Williams,British,4,0
2011,10,10,Lotus,Malaysian,0,0
2011,10,11,HRT,Spanish,0,0
2011,10,12,Virgin,British,0,0
2011,19,1,Red Bull,Austrian,650,12
2011,19,2,McLaren,British,497,6
2011,19,3,Ferrari,Italian,375,1
2011,19,4,Mercedes,German,165,0
2011,19,5,Renault,French,73,0
2011,19,6,Force India,Indian,69,0
2011,19,7,Sauber,Swiss,44,0
2011,19,8,Toro Rosso,Italian,41,0
2011,19,9,Williams,British,5,0
2011,19,10,Lotus,Malaysian,0,0
2011,19,11,HRT,Spanish,0,0
2011,19,12,Virgin,British,0,0
2011,2,1,Red Bull,Austrian,72,2
2011,2,2,McLaren,British,48,0
2011,2,3,Ferrari,Italian,36,0
2011,2,4,Renault,French,30,0
2011,2,5,Sauber,Swiss,6,0
2011,2,6,Toro Rosso,Italian,4,0
2011,2,7,Force India,Indian,4,0
2011,2,8,Mercedes,German,2,0
2011,2,9,Lotus,Malaysian,0,0
2011,2,10,Virgin,British,0,0
2011,2,11,Williams,British,0,0
2011,2,12,HRT,Spanish,0,0
2011,5,1,Red Bull,Austrian,185,4
2011,5,2,McLaren,British,138,1
2011,5,3,Ferrari,Italian,75,0
2011,5,4,Renault,French,46,0
2011,5,5,Mercedes,German,40,0
2011,5,6,Sauber,Swiss,11,0
2011,5,7,Toro Rosso,Italian,6,0
2011,5,8,Force India,Indian,4,0
2011,5,9,Williams,British,0,0
2011,5,10,Lotus,Malaysian,0,0
2011,5,11,Virgin,British,0,0
2011,5,12,HRT,Spanish,0,0
2011,4,1,Red Bull,Austrian,148,3
2011,4,2,McLaren,British,105,1
2011,4,3,Ferrari,Italian,65,0
2011,4,4,Renault,French,42,0
2011,4,5,Mercedes,German,26,0
2011,4,6,Sauber,Swiss,8,0
2011,4,7,Toro Rosso,Italian,6,0
2011,4,8,Force India,Indian,4,0
2011,4,9,Lotus,Malaysian,0,0
2011,4,10,Williams,British,0,0
2011,4,11,Virgin,British,0,0
2011,4,12,HRT,Spanish,0,0
2011,3,1,Red Bull,Austrian,105,2
2011,3,2,McLaren,British,85,1
2011,3,3,Ferrari,Italian,50,0
2011,3,4,Renault,French,32,0
2011,3,5,Mercedes,German,16,0
2011,3,6,Sauber,Swiss,7,0
2011,3,7,Toro Rosso,Italian,4,0
2011,3,8,Force India,Indian,4,0
2011,3,9,Lotus,Malaysian,0,0
2011,3,10,Williams,British,0,0
2011,3,11,Virgin,British,0,0
2011,3,12,HRT,Spanish,0,0
2016,15,1,Mercedes,German,538,14
2016,15,2,Red Bull,Austrian,316,1
2016,15,3,Ferrari,Italian,301,0
2016,15,4,Force India,Indian,112,0
2016,15,5,Williams,British,111,0
2016,15,6,McLaren,British,54,0
2016,15,7,Toro Rosso,Italian,47,0
2016,15,8,Haas F1 Team,American,28,0
2016,15,9,Renault,French,7,0
2016,15,10,Manor Marussia,British,1,0
2016,15,11,Sauber,Swiss,0,0
2016,12,1,Mercedes,German,415,11
2016,12,2,Red Bull,Austrian,256,1
2016,12,3,Ferrari,Italian,242,0
2016,12,4,Williams,British,96,0
2016,12,5,Force India,Indian,81,0
2016,12,6,Toro Rosso,Italian,45,0
2016,12,7,McLaren,British,42,0
2016,12,8,Haas F1 Team,American,28,0
2016,12,9,Renault,French,6,0
2016,12,10,Manor Marussia,British,1,0
2016,12,11,Sauber,Swiss,0,0
2016,13,1,Mercedes,German,455,12
2016,13,2,Red Bull,Austrian,274,1
2016,13,3,Ferrari,Italian,252,0
2016,13,4,Force India,Indian,103,0
2016,13,5,Williams,British,101,0
2016,13,6,McLaren,British,48,0
2016,13,7,Toro Rosso,Italian,45,0
2016,13,8,Haas F1 Team,American,28,0
2016,13,9,Renault,French,6,0
2016,13,10,Manor Marussia,British,1,0
2016,13,11,Sauber,Swiss,0,0
2016,14,1,Mercedes,German,498,13
2016,14,2,Red Bull,Austrian,290,1
2016,14,3,Ferrari,Italian,279,0
2016,14,4,Williams,British,111,0
2016,14,5,Force India,Indian,108,0
2016,14,6,McLaren,British,48,0
2016,14,7,Toro Rosso,Italian,45,0
2016,14,8,Haas F1 Team,American,28,0
2016,14,9,Renault,French,6,0
